id,first,last,org,coauthors,title,abstract,type,orgc,name2,org2,orgc2,ID,session,day,order,room,talk_order,time
69,Kentarou,Wada,Tokyo University of Science,T. Kurosawa,Extension of the corrected score estimator in a Poisson regression model with a measurement error,"Kukush et al. (2004) discussed the bias of the naive estimator for the regression parameters in a Poisson regression model with a measurement error for the case where the explanatory variable and measurement error follow normal distributions. Wada and Kurosawa (2023) proposed the corrected naive (CN) estimator as a consistent estimator for a Poisson regression model with a measurement error for the case where the explanatory variable and measurement error are general distributions. The CN estimator directly calibrates the bias of the naive estimator. The CN estimator is given by the solution of the estimation equation of the Poisson regression model under the error-in-variables framework. However, the CN estimator does not always have an explicit expression under the condition that the explanatory variable and measurement error follow general distributions. On the other hand, Kukush et al. (2004) considered the corrected score (CS) estimator as a consistent estimator for the true parameter of the Poisson regression model with a measurement error. In this research, we extend the CS estimator to the case where the explanatory variable and measurement error are general distributions. The new estimator can be applied for the condition that the CN estimator does not have an explicit expression. As illustrative examples, we give simulation studies to verify the effectiveness of the new estimator.",talk,Tokyo Science,NA,NA,NA,C57,W2B,3,2,B,4,11.15
NA,Mevin B.,Hooten,The University of Texas at Austin,NA,Modularizing Biometric Models Facilitates Multistage Computing,"Bayesian modeling has become invaluable in biometrics.  It allows us to formally consider unobserved processes while accommodating uncertainty about data collection and our understanding of biological and ecological mechanisms.  Several excellent software packages are available for fitting Bayesian models to data and are being applied every day to analyze biometric data.  These methods allow us to answer questions using data in ways that has never before been possible.  The adoption of Bayesian methods has led to bigger models necessary to answer tough questions using large and varied data sets.  Bigger models and data sets lead to computing bottlenecks.  Fortunately, a solution to Bayesian computing roadblocks sits in plain sight.  The structure of Bayesian models allows us to rearrange them so that we can perform computing in stages.  We can break big models into pieces, fit them separately, and then recombine them in later computing stages.  Recursive Bayesian approaches can save us time by leveraging the parallel architecture of modern computers.  A modular perspective allows us to see Bayesian models in a way that facilitates multistage computing.  I will demonstrate the procedure with a set of biometric examples.  These include geostatistical models in marine science, capture-recapture models for abundance estimation, and spatial point process models for species distributions.",keynote,The University of Texas at Austin,NA,NA,NA,NA,H0A,4,0,A,1,9:00
1,P. G. Jayani,Lakshika,"Monash University, Australia","Dianne Cook, Paul Harrison, Michael Lydeamore, Thiyanga S. Talagala",Visualize your fitted non-linear dimension reduction model in the high-dimensional data space,"Non-linear dimension reduction (NLDR) techniques such as t-SNE, UMAP, PHATE,
PaCMAP and TriMAP provide a low-dimensional representation of high-dimensional data
by applying a non-linear transformation. The methods and parameter choices can create wildly different representations, so much so that it is difficult to decide which is best, or whether any or all are accurate or misleading. NLDR often exaggerates random patterns, sometimes due to the samples observed, but NLDR views have an important role in data analysis because, if done well, they provide a concise visual (and conceptual) summary of high-dimensional distributions. To help evaluate the NLDR, we have developed a way to take the fitted model, as represented by the positions of points in 2D, and turn it into a high-dimensional wireframe to overlay on the data, viewing it with a tour. Viewing a model in the data space is an ideal way to examine the fit. One can see whether it fits the points everywhere or fits better in some places, or simply mismatches the pattern. It is used here to help with the difficult decision on which 2D layout is the best representation of the high-dimensional distribution, or whether the 2D layout is displaying mostly random structure. It can also help to see how different layouts made by different methods are effectively the same summary, or how the different methods have some particular quirks. This methodology is available in the R package `quollr`. We will demonstrate the technique using single-cell data, particularly to understand cluster structure.",talk,Monash,NA,NA,NA,C10,H1A,4,1,A,1,10:00
54,Beatrix,Jones,University of Auckland,"Shiyu Fan, Karen Mumme,  John Thompson",The geometry of diet: using projections to quantify the similarity between sets of dietary patterns,"Food consumption is complex and high dimensional. Nutrition researchers measure (or attempt to measure) consumption using food frequency questionnaires, food recalls, or food records. This generates high dimensional data which is frequently summarized using principle components, principle components with rotation, or factor analysis. The resulting linear combinations are called “dietary patterns.” In this talk we consider quantifying how similar two different sets of dietary patterns are, assuming the same set of underlying variables has been collected. We explore using a multivariate extension of Tucker’s congruence coefficient for this purpose. Tucker’s congruence coefficient can be thought of as the length of the projection of one factor direction onto another, or equivalently the (absolute) cosine of the angle between them; thus it ranges from 0 to 1. In (eg) two dimensions, we consider the square root of the area of a unit square projected from one space onto another; this can be generalized for any number of dimensions. The measure is symmetric and invariant to rotation. To contextualize scores on this measure, we compute this measure of agreement for several datasets from the dietary pattern validation literature, where the same food questionnaire is given to the same people a few weeks apart. We also consider the effect of truncating small loadings, as is common when describing dietary patterns. 
",talk,Auckland,NA,NA,NA,C46,H1A,4,1,A,2,10:00
64,Alysha M.,De Livera,La Trobe University,"Luke Prendergast, Robert Staudte, and Jayamini Liyanage",Multivariate meta-analysis methods for high-dimensional data,"Multivariate meta-analysis methods for high-dimensional data 

Meta-analysis is a statistical method that combines quantitative results from multiple independent studies on a particular research question or hypothesis, with the goal of making inference about the population effect size of interest. Traditional meta-analysis methods have focused on combining results from multiple independent studies, each of which has measured an effect size associated with a single outcome of interest. Modern studies in evidence synthesis, such as those in biological studies have focused on combining results from studies which have measured multiple effect sizes associated with multiple correlated outcomes. We will present a novel, multivariate meta-analysis method for obtaining summary estimates of the effect sizes of interest for high-dimensional data, with applications to real and simulated high-dimensional data. We will discuss advantages, disadvantages and the statistical challenges, and present a CRAN-based R package for implementation of the methods.
",talk,La Trobe,NA,NA,NA,C52,H1A,4,1,A,3,10:00
43,Tatsuhiko,Anzai,Institute of Science Tokyo,Kunihiko Takahashi,Reporting Odds Ratios under Fluctuating Reporting Rates in Spontaneous Reporting Systems,"Spontaneous adverse event reporting systems, including the Japanese Adverse Drug Event Report (JADER) database, the FDA Adverse Event Reporting System (FAERS), and VigiBase, play a critical role in post-marketing drug safety surveillance. The reporting odds ratio (ROR) is a commonly used measure for detecting suspected adverse drug reactions as ""signals"", based on disproportionality in reporting between a specific drug and all others, as summarized in a two-by-two contingency table. However, during events such as the COVID-19 pandemic, reporting rates of adverse drug reactions can fluctuate, potentially introducing bias into ROR. This study proposes a method for deriving the ROR that incorporates four parameters, each corresponding to fluctuations in reporting ratios for the cells in the two-by-two contingency table. These parameters can be estimated using the divergence between observed and predicted values, where the predicted values are derived from a regression model under the assumption that the reporting rates for the drug and the adverse reaction remain stable. We evaluate the properties and performance of the proposed method through both real-world data analysis and simulation studies, demonstrating its effectiveness for signal detection.",talk,Institute of Science Tokyo,NA,NA,NA,C39,H1B,4,1,B,1,10:00
85,Oyelola,Adegboye,Menzies School of Health Research,"Li Siyu, Tomoki Fujii and Denis HY Leung",Handling Missingness in Prevalence Estimates from National Surveys,"Population-based surveys, such as the Demographic and Health Surveys (DHS), are pivotal for estimating the prevalence of important diseases, particularly in low-resource settings. However, missing data, such as person non-response, particularly refusals, poses a serious challenge, potentially introducing substantial bias in prevalence estimates. Using HIV data sets from Malawi's 2004 DHS, Antenatal Clinics surveillance, and the Malawi Diffusion and Ideational Change Project (MDICP), this paper evaluates existing estimators and proposes novel approaches to adjust for refusal bias. These include complete case analysis, mean score imputation, inverse propensity score weighting, bounding techniques using longitudinal or sentinel data and Manski’s partial identification approach. The study distinguishes between refusals and non-contacts and examines how prior knowledge of HIV status influences participation. Estimates of HIV prevalence varied notably across methods, with refusal-adjusted approaches generally yielding higher prevalence rates than complete case estimates. The divergence is more pronounced among women, largely due to higher refusal rates among them. Bounding methods provide credible intervals for prevalence under weak assumptions. In the case of HIV estimates, refusal bias, particularly when linked to prior testing knowledge, can significantly distort HIV estimates. Integrating multiple data sources and using methodologically transparent adjustment techniques are critical for robust HIV surveillance in low-resource settings.",talk,Menzies School of Health Research,NA,NA,NA,C63,H1B,4,1,B,2,10:00
56,Christopher,Bilder,"University of Nebraska-Lincoln, Department of Statistics","Pranta Das, Joshua Tebbs, and Christopher McMahan",Pooled testing with penalized regression models,"Pooled testing (also known as group testing) is a widely used procedure to test individuals for infectious diseases. Rather than testing each specimen separately, multiple specimens are pooled together and tested as one. The pool test outcome, along with further tests as needed, are used to determine which individuals are positive or negative for an infectious pathogen. The COVID-19 pandemic especially highlighted the importance of pooled testing, with laboratories adopting it worldwide to increase their testing capacity. Pooled testing traditionally relies on observing the positive/negative test outcomes alone. However, during the pandemic, new pooled testing algorithms were developed that utilize the viral load information from a pool test. These new algorithms use penalized regression models to predict the viral load of each individual, which lead to individual positive/negative predictions. The purpose of our presentation is to provide a comparison of these new algorithms relative to standard ones. Both gains and losses are quantified by applying algorithms under fair comparison settings.",talk,Nebraska-Lincoln,NA,NA,NA,C47,H1B,4,1,B,3,10:00
15,Quan,Vu,Australian National University,"Francis Hui, Alan Welsh, Samuel Muller, Eva Cantoni and Chris Haak",Integrated Species Distribution Models: A Single-Index Approach,"In ecology and fisheries, species abundance data are often collected using a number of surveys that have different characteristics. Spatial statistical models can be used to integrate information from these datasets to improve both interpretability and prediction of the abundance. In this talk, we introduce the single-index integrated species distribution model, based on a single index representing the latent spatial distribution of the species abundance, and survey-specific link functions representing the different catchability properties of each survey. We demonstrate the use of the model through an analysis of scallop data collected from two surveys: a bottom trawl survey which covers a wide spatial domain but is less efficient, and a hydraulic dredge survey which is more efficient and spatially targeted. Results show that our model offers meaningful interpretations of covariate effects, spatial distribution, and survey catchability differences, and achieves superior predictive performance compared to contemporary species distribution models.",talk,ANU,NA,NA,NA,C18,H2A,4,2,A,1,11.15
26,Zhining,Wang,"Research School of Finance, Actuarial Studies and Statistics, Australian National University","Emi Tanaka, Francis K.C. Hui",Simultaneous Inference for Latent Variable Predictions in Factor Analytic Models,"Factor analytic models (also known as latent variable models) are fundamental tools in multivariate statistics, widely applied in fields such as psychology, economics, and social sciences. While considerable attention has been given to estimation and inference on parameters such as the loading matrix and the error variances, relatively less research has been done on how to perform inference on the predicted factors, e.g., how to construct prediction intervals for the latent variables jointly across all the clusters in a given dataset. We explore a framework for the simultaneous inference of the predicted latent variables in factor analytic models. We demonstrate the construction of simultaneous prediction intervals for the predicted factors, examining strategies such as the bootstrap and Monte Carlo simulation, and show how this also facilitates joint/multiple testing across different cluster-level predictions. We examine the practical feasibility and robustness of the proposed simultaneous inference methods with simulation studies and an application in the biosciences.",talk,ANU,NA,NA,NA,C25,H2A,4,2,A,2,11.15
42,Shaoqian,Huang,"School of Mathematics and Statistics, UNSW",David Warton,Model-based assessment of functional and phylogenetic diversity,"**Topic** 
Biodiversity is a quantity of fundamental interest, but measuring it remains challenging. Two key aspects of diversity are functional diversity (FD)—the extent to which species in a community differ in their ecological functions—and phylogenetic diversity (PD)—the extent to which species differ in their evolutionary histories.

**Limitations** 
Commonly used distance-based diversity measures, such as Rao’s Q and Faith's PD, are typically affected by sampling intensity, which refers to the level of effort invested in collecting samples. Specifically, these measures confound true diversity changes with changes in species richness driven by different sampling intensities. In addition, there is no established statistical framework for analyzing how diversity changes along environmental gradients.

**Our Model**
We propose a model-based assessment of PD and FD changes along gradients. It is robust to variations in sampling intensity, as the model explicitly captures the main trend in abundance change—namely, changes in species richness—and then isolates the residual variation, the $\beta$-diversity change. We then measure PD or FD change using linear contrasts of the $\beta$-diversity parameters, where the contrasts correspond to the main axes of the phylogenetic or functional similarity matrix.

**Simulation Analysis** 
Based on the presence/absence pattern, we conducted simulations in which we designed phylogenetic distance matrices with different numbers of species, modelled on real data. The results show that our approach tends to outperform methods currently used in ecology.",talk,UNSW,NA,NA,NA,C38,H2A,4,2,A,3,11.15
60,Elliot,Dovers,UNSW Sydney,"Jakub Stoklosa, David L. Miller, David I. Warton",Fitting integrated species distribution models using mgcv,"Integrated species distribution models (ISDMs) are a useful tool for ecologists, allowing them to use multiple sources of data to infer the distribution of species across geographic regions. Recent studies have shown that including latent spatial terms to account for dependence structures within and between datasets is often crucial to the performance these models. However, the inclusion of these latent terms can make the ISDMs technically challenging to fit, and often require users to learn/adopt bespoke software.

We describe how ISDMs can be fitted using `mgcv` on `R` by using the grouped family feature (`gfam`). This permits multiple likelihoods - and hence multiple data types - to be fitted within the same model by using each dataset to inform the estimation of common parameters. We additionally show how smoothers over the geographic coordinates that approximate Gaussian random fields can be used to incorporate the necessary latent spatial effects. We use presence/absence and presence-only data to demonstrate that ISDMs fitted via `mgcv` have comparable performance to other available software - through both simulations and in application, where we predict the occurrence of a tree species in NSW, Australia.",talk,UNSW,NA,NA,NA,C7,H2A,4,2,A,4,11.15
9,Thomas,Lumley,University of Auckland,Amaia Iparragirre,Crossvalidation for predictive models in complex survey data,"Cross-validation is a standard technique for choosing models with good out-of-sample prediction error in statistical learning. Chopping data up at random makes sense for independent observations, but not for observations from a multistage survey. For example, when a single cluster is split between test and training sets there is the potential for data leakage and underestimation of prediction error. I will describe an approach to cross-validation for complex survey data using replicate weights and describe its implementation in the R survey package.",talk,Auckland,NA,NA,NA,C17,H2B,4,2,B,1,11.15
18,Nelson J. Y.,Chua,Australian National University,"Francis K. C. Hui, Luca Maestrini, A. H. Welsh",A Set of Precise Asymptotics for Gaussian Variational Approximation in Generalised Linear Mixed Models,"Generalised linear mixed models (GLMMs) are used to model data with a clustered or hierarchical structure, capturing intra-cluster dependence through the use of (latent) random effects. However, this dependence structure results in a likelihood function that is typically computationally intensive to evaluate, and so approximate likelihood approaches are often used instead for model fitting and inference. One such approach which has grown in popularity over the past decade is Gaussian variational approximation (GVA). In addition to estimates of the model parameters, GVA concurrently produces random effects predictions and associated uncertainty measures.

In this talk, we formulate a set of precise asymptotic properties for both the parameter estimates and random effects predictions obtained from GVA, focusing on independent cluster GLMMs. We find that these properties change substantially depending on whether or not the random effects are conditioned on. By comparing GVA's asymptotic properties and empirical finite-sample performance with that of other commonly used approximate likelihood approaches, we highlight situations in which the use of GVA would be advantageous in practice.",talk,ANU,NA,NA,NA,C20,H2B,4,2,B,2,11.15
27,Hideyasu,Shimadzu,Kitasato University,NA,An allometric differential equation model quantifies energy trade-offs between growth and reproduction under temperature variation,"Individual variation in growth and reproduction is common even within a single
species. Such differences play a crucial role in shaping life-history strategies, particularly
in response to environmental factors such as temperature. This talk introduces a novel 
system of allometric differential equations that models internal energy allocation between
two fundamental biological processes, growth and reproduction, under different
thermal regimes.

Climate change is not only driving increases in mean temperatures but also intensifying
temperature variability, resulting in greater environmental unpredictability. While
temperature is known to regulate resource allocation in ectotherms, the consequences
of stochastic thermal fluctuations for life-history traits remain poorly understood. Using
*Daphnia magna* as a model organism, we present a novel allometric growth model
that characterises energy allocation dynamics in fluctuating thermal environments. Our
framework quantifies the effects of randomly varying temperatures on lifetime patterns
of growth and reproduction. Our model reveals that exposure to unpredictable thermal
regimes can elicit life-history responses similar to those observed under persistently
elevated temperatures. Importantly, our energy-based approach identifies patterns of
reproductive investment that are not discernible from growth data alone, highlighting
the pivotal role of temperature variability in shaping life-history trajectories. As climate
change increasingly entails unpredictable environmental conditions, the model
and findings presented here offer valuable tools for anticipating and managing biological
responses to future climate scenarios.",talk,Kitasato University,NA,NA,NA,C26,H2B,4,2,B,3,11.15
49,A.A.P.N.M.,Perera,The Australian National University,"Francis K.C. Hui, Carolyn Huston, A. H. Welsh",A circular hidden Markov model for directional time series data,"Modeling directional time series data such as wind or ocean current direction presents several interesting challenges. Standard linear time series techniques do not account for the circularity of the observations, while existing circular modeling approaches typically work best when the data span a small arc.

Motivated by a series of fire burn experiments collecting wind direction in southeastern Australia, we propose a new method for directional time series data that combines the flexibility of hidden Markov models for capturing different latent states at different periods of time, with a conditional von Mises distribution given the latent state to explicitly account for the circular nature of the responses. The resulting circular hidden Markov model (cHMM) can allow for multimodality and/or varying amounts of circular dispersion over time.

Furthermore, by utilizing a von Mises distribution whose mean direction depends on previous observations, we can accommodate serial correlations within a specific hidden state. We employ direct maximum likelihood estimation to fit the cHMM, and examine three approaches to perform forecasting based on extrapolating the latent state sequence and then direction observations conditional on this sequence. An application to the motivating wind direction datasets reveals that cHMMs produce similar or better point/probabilistic forecasting performance compared with several established time series methods.
",talk,ANU,NA,NA,NA,C43,H2B,4,2,B,4,11.15
NA,Gota,Morota,The University of Tokyo,NA,Evaluating the impact of trait measurement error on genetic analysis of computer vision-based phenotypes,"Quantitative genetic analysis of image- or video-derived phenotypes is increasingly being performed for a wide range of traits. Pig body weight values estimated by a conventional approach or a computer vision system can be considered as two different measurements of the same trait, but with different sources of phenotyping error. Previous studies have shown that trait measurement error, defined as the difference between manually collected phenotypes and image-derived phenotypes, can be influenced by genetics, suggesting that the error is systematic rather than random and is more likely to lead to misleading quantitative genetic analysis results. Therefore, we investigated the effect of trait measurement error on genetic analysis of pig body weight (BW). Calibrated scale-based and image-based BW showed high coefficients of determination and goodness of fit. Genomic heritability estimates for scale-based and image-based BW were mostly identical across growth periods. Genomic heritability estimates for trait measurement error were consistently negligible, regardless of the choice of computer vision algorithm. In addition, genome-wide association analysis revealed no overlap between the top markers identified for scale-based BW and those associated with trait measurement error. Overall, the deep learning-based regressions outperformed the adaptive thresholding segmentation methods. This study showed that manually measured scale-based and image-based BW phenotypes yielded the same quantitative genetic results. We found no evidence that BW trait measurement error could be influenced, at least in part, by genetic factors. This suggests that trait measurement error in pig BW does not contain systematic errors that could bias downstream genetic analysis.",invited,The University of Tokyo,NA,NA,NA,I2,H3A,4,3,A,1,13.45
NA,Shuwen,Hu,RMIT,"Reza Arablouei, Greg Bishop-Hurley, Neil Bagnall and Aaron Ingham",Predication of Daily Weight Gain with Cattle Behaviour and Daily Activity Using Triaxial Accelerometer Data,"Live body weight gain is an important measurement of animal performance. In this study, we predict the cattle's daily weight gain from five core cattle behaviours and a measure of total daily activity based on accelerometer data. To collect data, we conducted an experiment equipping a herd of 60 Brahman steers with research collars containing triaxial accelerometers over nearly one month in Australia. We used the accelerometer data, which represents the intensity of animal movement, to compute an activity metric within a five-minute window. In addition, we use pre-trained accelerometer-based machine learning models to classify cattle behaviour into grazing, ruminating, resting, walking, drinking or other classes over five-second time windows. Daily behaviour profiles were constructed for each animal and experiment day by aggregating the behaviour predictions over every calendar day. Our objective was to explore how to use behaviours and activity metrics to predict the cattle's daily weight gain. The daily activity values ranging from 5.44g to 23.69g. The average daily time spent grazing, ruminating, resting, walking and drinking was 8.97±1.12, 7.78 ±1.03, 5.83±1.05, 1.00±0.4, and 0.18±0.12 hours, respectively. Some weather information data are combined in the model to predict the cattle live-weight gain. The best R-squared value is 0.467, with a minimum root mean square error (RMSE) of 0.867 from the linear regression model. The live-weight gain could not be fully explained by measurements taken in this study, but we showed how these factors can influence the variability in cattle performance.",invited,RMIT,Antonio Hu,CSIRO,CSIRO,I5,H3A,4,3,A,2,13.45
NA,Elle,Saber,Australian National University,NA,Fishing for Heritability in the Gill Microbiome: Why Statisticians Should get out into the field,"Host_associated microbiomes are increasingly recognised as integral to health, yet the extent to which host genetics shapes these communities remains unclear. While heritable components of gut and skin microbiomes have been documented in several vertebrates, evidence for the gill microbiome of fish is scarce. This exploratory study sampled the gill microbiome of Atlantic salmon within a Tasmanian breeding program to investigate potential genetic influences. Despite careful planning, study participants did not always behave, and the practical constraints of a commercial operation prevented complete data capture. Having participated in the data collection I was better prepared to understand the limitations of the dataset when doing the downstream analysis. The take home message is that, even if we feel like a fish out of water, time spent among the data can be just as valuable as time spent our desks.",invited,ANU,NA,NA,NA,I7,H3A,4,3,A,3,13.45
11,Vanessa,Cave,VSNi,NA,Do Mice Matter? The Impact of Mice on a New Zealand Ecosanctuary,"Mammal-resistant fences have enabled the successful eradication of exotic mammals from ecosanctuaries in New Zealand. However, preventing the re-invasion of mice remains a challenge. Indeed, mice are still present in many fenced ecosanctuaries and can reach high population densities.

Scientists at Manaaki Whenua – Landcare Research have been studying the impact of mice on biodiversity at Sanctuary Mountain Maungatautari. Two independently fenced sites within the sanctuary were managed to create contrasting mouse populations: one with high mouse numbers, and the other with undetectable levels. After two years, management protocols were reversed, with mice eradicated from the first site and allowed to increase at the second. Data on the abundance of invertebrates, seedlings, and fungi were collected throughout the duration of the study.

Temporal trends in abundance were analysed and compared using linear mixed models with smoothing splines. The findings suggest that mice can have severe impacts on native biodiversity, particularly invertebrates, posing a significant threat to ecological recovery efforts in fenced ecosanctuaries.",talk,VSNi,NA,NA,NA,C1,H3B,4,3,B,1,13.45
23,Graham,Hepworth,"Statistical Consulting Centre, The University of Melbourne","Jeremy Silver, William Steele, Al Danger",Modelling Species Diversity from Citizen-Science Bird Counts,"Bird count data from the Greater Melbourne region over a 25-year period were recorded by volunteer observers, based on 20-minute surveys. Counts for a large range of bird species were reported either as counts or simply as “present”. Our investigation focused on whether there has been an increase in the presence and abundance of noisy miners, an endemic species known for its aggressive and territorial behaviour, and whether this could partly explain apparent declines in other species.

The dataset was augmented with weather, geospatial and ecological information, and a mixed-effects modelling framework was adopted. Seasonal effects and long-term trends were accounted for via regression splines. The influence of different observers and locations were represented as random effects. GAMMs were fitted for (a) the presence/absence of noisy miners, (b) the abundance of noisy miners, and (c) species richness for particular groupings of birds. In modelling species richness, noisy miner abundance was included as a predictor; we used multiple imputation to account for the missing data when this species was reported as “present” but no count was recorded.

There was a small, positive association found between noisy miner abundance and all-species diversity – a surprising result. A stronger negative association was found for some species groupings. For many species groups, diversity tended to decrease with increasing distance from the nearest native vegetation feature, and with increasing wind speed. The work provided several statistical and computational challenges.
",talk,UMelb,NA,NA,NA,C24,H3B,4,3,B,2,13.45
30,Owen,Forbes,CSIRO,"Peter H. Thrall, Andrew G. Young",Continental-Scale Bayesian Analysis of Acacia Flowering Phenology: A Novel Framework Integrating Phylogenetic Signal and Circular Statistics,"Climate change is driving widespread shifts in plant phenology globally, with critical implications for ecosystem functioning and species interactions. While most phenological studies focus on temperate deciduous species at local scales, Australia's diverse Acacia genus offers unique opportunities to understand phenological responses to variations in rainfall and temperature across continental gradients. Leveraging digitised herbarium collections, we present the largest phylogenetically-informed analysis of acacia flowering phenology undertaken to date, spanning 548 species across Australia's full climatic spectrum.

We developed a novel phenological modelling approach using a Bayesian hierarchical framework that makes several key innovations. First, we extend traditional phylogenetic least squares (PGLS) approaches by incorporating phylogenetic signal as a structured random effect within a fully Bayesian context, enabling simultaneous estimation of phylogenetic covariance alongside spatial and temporal dependencies. Second, we employ von Mises circular distributions to model flowering time, naturally accommodating seasonal cyclicity while avoiding linear boundary artifacts. This modular approach also integrates spatial autocorrelation structure, time-lagged climate covariates, and phylogenetic relationships within a unified probabilistic framework. Our analysis of 20,998 herbarium specimens spans 110 years (1910 – 2020) across Australia, using climate observations from the Australian Gridded Climate Data, with Köppen climate zones included in the model to stratify climate-phenology relationships.

This framework successfully quantifies species-specific climate sensitivities while accounting for phylogenetic constraints. Expected effect of time-lagged temperature and rainfall effects vary significantly across Köppen climate zones and species. Species vulnerability patterns could help identify taxa which could be potentially at higher risk under projected climate scenarios. This modular Bayesian approach demonstrates the research potential of natural history collections for continental-scale ecological inference, providing a statistical template for global phenological studies addressing critical climate change impacts.
",talk,CSIRO,NA,NA,NA,C29,H3B,4,3,B,3,13.45
81,Sam,Mason,UNSW,NA,Spatio-Temporal Species Distribution Modelling,"Detecting species response to climate change is a critical concern in ecology requiring relevant climatic predictors over long temporal windows and large spatial extents. To date this has been technologically challenging resulting in the widespread use of 30 year averaged datasets which, while readily accessible, actually mask species responses by effectively treating the climate as temporally static.

Recent advances in data acquisition technology have made it easier to obtain a wide range of environmental predictors at appropriate spatio-temporal scales and at consistent resolutions needed for effective research.

By using dynamic predictors and anomalies from their mean values in spatio-temporal species distribution models we see if we can detect species response to climate change and if this yields better predictive performance than current practice. Interestingly, we have not found appreciable spatio-temporal signal, in contrast to expectations and other work which used naïve approaches to analysis.",talk,UNSW,NA,NA,NA,C8,H3B,4,3,B,4,13.45
7,Coralie C.,Williams,University of New South Wales,"Maeve McGillycuddy, David I. Warton, Shinichi Nakagawa",The *equalto* covariance structure for meta-analysis using the `glmmTMB` R package,"Meta-analysis is a widely used statistical method for synthesising quantitative results from related studies, enabling researchers to address broad questions and explore sources of heterogeneity. In R statistical software, several packages support meta-analytic modelling, including the actively maintained `metafor` package which is commonly used across all disciplines. But meta-analysis typically uses a mixed model, with the variance structure of study-level random effects known, so it should be possible to fit such models using standard mixed modelling software. We propose using the `glmmTMB` package for this purpose. In the last decade, `glmmTMB` has developed into a flexible package to fit generalised linear mixed models (GLMMs) via the Template Model Builder (TMB) framework. The package holds a similar interface as the `lme4` package but supports a broader range of distributions and covariance structures using Laplace approximation. Here, we introduce a new covariance structure, called “*equalto*”, to the `glmmTMB` package, so that it can be used to fit meta-analytic models by allowing users to specify a known variance-covariance matrix for the sampling error. This enables explicit modelling of heteroscedasticity or dependence among effect sizes. The new implementation offers an alternative way to do a meta-analysis, convenient for users already familiar with fitting mixed models in `lme4` or `glmmTMB` packages, and capable of handling complex model structures. This novel implementation supports more flexible modelling of meta-analytical data, expanding the R toolkit available for evidence synthesis. We showcase its applicability with illustrative examples in ecology and evolution.",talk,UNSW,NA,NA,NA,C16,H4A,4,4,A,1,15.3
37,Farwa,Saleem,"School of Mathematics & Statistics, UNSW Sydney",David Warton,Simulation-based Inference about Variance Components,"Variance components in generalized linear mixed models (GLMMs) are used to quantify random effects, for example, they can be used in ecological studies to quantify the size of the effect of an environmental variable on species composition. However, constructing accurate confidence intervals for these components remains challenging with small samples or near-boundary estimates, where asymptotic methods (e.g., profile likelihood, Wald intervals) do not perform well. To address this, we propose a novel simulation-based framework using bootstrap test inversion coupled with quantile regression. Our approach efficiently estimates confidence limits by leveraging the continuous distribution of the estimator, eliminating discretization steps inherent in conventional bootstrap procedures. This enhances robustness in low-information scenarios while adapting to boundary constraints. 
Simulation studies demonstrate that our method achieves superior coverage accuracy compared to existing asymptotic and bootstrap alternatives under small-sample conditions and near-boundary parameters. We show the application of the technique to an ecological case study analysing response of species composition to environmental gradients. This work delivers a flexible tool for more defensible inference in applications demanding precise uncertainty quantification for random effects. 

Keywords: Variance components, GLMM, bootstrap, quantile regression, confidence intervals, ecological statistics.",talk,UNSW,NA,NA,NA,C6,H4A,4,4,A,2,15.3
45,Zhi Yang,Tho,Australian National University,Alan H. Welsh and Raymond Chambers,A Proportional Random Effect Block Bootstrap for Highly Unbalanced Clustered Data,"Clustered data arise naturally in a wide range of scientific and applied research settings where units are grouped within cluster, and are commonly analyzed using linear mixed model to account for within-cluster correlations. This article focuses on the scenario in which cluster sizes might be highly unbalanced, and proposes a proportional random effect block bootstrap that is applicable in such case and is robust to misspecification of the stochastic assumptions of the linear mixed model. The proposed method is a generalization of the random effect block bootstrap, originally designed for the balanced case, and can be used to perform inferences on parameters of the linear mixed model or functions thereof. We establish asymptotic consistency of the proposed bootstrap under general cluster sizes scenario, showing that the original random effect block bootstrap is only consistent when cluster sizes are balanced. A modified random effect block bootstrap is also proposed which enjoys similar asymptotic consistency properties as the proportional random effect block bootstrap. Simulation study demonstrates the strong finite sample inferential performance of the proposed bootstraps, particularly compared with the random effect block bootstrap and several existing bootstrap methods for clustered data. We apply the proposed bootstraps to the Oman rainfall enhancement trial dataset with cluster sizes ranging from 1 to 58. Results show that the bootstrap confidence intervals based on our proposed bootstraps are more adequate than those of random effect block bootstrap and that the employed ionization technology has a statistically significant effect in increasing the amount of rainfall.",talk,ANU,NA,NA,NA,C41,H4A,4,4,A,3,15.3
